Infinitive,Präsens_ich,Präsens_du,"Präsens_er, sie, es",Präteritum_ich,Partizip II,Konjunktiv II_ich,Imperativ Singular,Imperativ Plural,Hilfsverb
belehnen,belehne,belehnst,belehnt,belehnte,belehnt,belehnte,belehn,belehnt,haben
beseichen,beseiche,beseichst,beseicht,beseichte,beseicht,beseichte,beseich,beseicht,haben
bespicken,bespicke,bespickst,bespickt,bespickte,bespickt,bespickte,bespick,bespickt,haben
beriechen,berieche,beriechst,beriecht,beroch,berochen,beröche,beriech,beriecht,haben
berühmen,berühme,berühmst,berühmt,berühmte,berühmt,berühmte,berühm,berühmt,haben
beschmusen,beschmuse,beschmust,beschmust,beschmuste,beschmust,beschmuste,beschmus,beschmust,haben
beschreiten,beschreite,beschreitest,beschreitet,beschritt,beschritten,beschritte,beschreit,beschreitet,haben
beschreien,beschreie,beschreist,beschreit,beschrie,beschrien,beschrie,beschrei,beschreit,haben
sudern,sudere,suderst,sudert,suderte,gesudert,suderte,suder,sudert,haben
bespucken,bespucke,bespuckst,bespuckt,bespuckte,bespuckt,bespuckte,bespuck,bespuckt,haben
beschottern,beschottere,beschotterst,beschottert,beschotterte,beschottert,beschotterte,beschotter,beschottert,haben
begaunern,begaunere,begaunerst,begaunert,begaunerte,begaunert,begaunerte,begauner,begaunert,haben
gaunern,gaunere,gaunerst,gaunert,gaunerte,gegaunert,gaunerte,gauner,gaunert,haben
beklimmen,beklimme,beklimmst,beklimmt,beklomm,beklommen,beklömme,beklimm,beklimmt,haben
behaaren,behaare,behaarst,behaart,behaarte,behaart,behaarte,behaar,behaart,haben
bebändern,bebändere,bebänderst,bebändert,bebänderte,bebändert,bebänderte,bebänder,bebändert,haben
bewachsen,—,—,bewächst,bewuchs,bewachsen,bewüchse,—,—,haben
betakeln,betakele,betakelst,betakelt,betakelte,betakelt,betakelte,betakel,betakelt,haben
bestempeln,bestempele,bestempelst,bestempelt,bestempelte,bestempelt,bestempelte,bestempel,bestempelt,haben
beweiden,beweide,beweidest,beweidet,beweidete,beweidet,beweidete,beweid,beweidet,haben
bewähren,bewähre,bewährst,bewährt,bewährte,bewährt,bewährte,bewähr,bewährt,haben
bewahrheiten,bewahrheite,bewahrheitest,bewahrheitet,bewahrheitete,bewahrheitet,bewahrheitete,bewahrheit,bewahrheitet,haben
bewalden,bewalde,bewaldest,bewaldet,bewaldete,bewaldet,bewaldete,bewald,bewaldet,haben
bestauben,bestaube,bestaubst,bestaubt,bestaubte,bestaubt,bestaubte,bestaub,bestaubt,haben
betölpeln,betölpele,betölpelst,betölpelt,betölpelte,betölpelt,betölpelte,betölpel,betölpelt,haben
behäufeln,behäufele,behäufelst,behäufelt,behäufelte,behäufelt,behäufelte,behäufel,behäufelt,haben
belackmeiern,belackmeiere,belackmeierst,belackmeiert,belackmeierte,belackmeiert,belackmeierte,belackmeier,belackmeiert,haben
belobhudeln,belobhudele,belobhudelst,belobhudelt,belobhudelte,belobhudelt,belobhudelte,belobhudel,belobhudelt,haben
besticken,besticke,bestickst,bestickt,bestickte,bestickt,bestickte,bestick,bestickt,haben
besticheln,bestichele,bestichelst,bestichelt,bestichelte,bestichelt,bestichelte,bestichel,bestichelt,haben
betrauen,betraue,betraust,betraut,betraute,betraut,betraute,betrau,betraut,haben
herniederbrechen,breche hernieder,brichst hernieder,bricht hernieder,brach hernieder,herniedergebrochen,bräche hernieder,brich hernieder,brecht hernieder,sein
lackmeiern,lackmeiere,lackmeierst,lackmeiert,lackmeierte,gelackmeiert,lackmeierte,lackmeier,lackmeiert,haben
anthropomorphisieren,anthropomorphisiere,anthropomorphisierst,anthropomorphisiert,anthropomorphisierte,anthropomorphisiert,anthropomorphisierte,anthropomorphisier,anthropomorphisiert,haben
bestöhnen,bestöhne,bestöhnst,bestöhnt,bestöhnte,bestöhnt,bestöhnte,bestöhn,bestöhnt,haben
verwöhnen,verwöhne,verwöhnst,verwöhnt,verwöhnte,verwöhnt,verwöhnte,verwöhn,verwöhnt,haben
bestrahlen,bestrahle,bestrahlst,bestrahlt,bestrahlte,bestrahlt,bestrahlte,bestrahl,bestrahlt,haben
bestreben,bestrebe,bestrebst,bestrebt,bestrebte,bestrebt,bestrebte,bestreb,bestrebt,haben
bestreichen,bestreiche,bestreichst,bestreicht,bestrich,bestrichen,bestriche,bestreich,bestreicht,haben
bestreiken,bestreike,bestreikst,bestreikt,bestreikte,bestreikt,bestreikte,bestreik,bestreikt,haben
aussperren,sperre aus,sperrst aus,sperrt aus,sperrte aus,ausgesperrt,sperrte aus,sperr aus,sperrt aus,haben
herniederbrennen,brenne hernieder,brennst hernieder,brennt hernieder,brannte hernieder,herniedergebrannt,brennte hernieder,brenn hernieder,brennt hernieder,haben
bemachen,bemache,bemachst,bemacht,bemachte,bemacht,bemachte,bemach,bemacht,haben
belutschen,belutsche,belutschst,belutscht,belutschte,belutscht,belutschte,belutsch,belutscht,haben
bekauen,bekaue,bekaust,bekaut,bekaute,bekaut,bekaute,bekau,bekaut,haben
bejagen,bejage,bejagst,bejagt,bejagte,bejagt,bejagte,bejag,bejagt,haben
begeifern,begeifere,begeiferst,begeifert,begeiferte,begeifert,begeiferte,begeifer,begeifert,haben
beäugeln,beäugele,beäugelst,beäugelt,beäugelte,beäugelt,beäugelte,beäugel,beäugelt,haben
beaugapfeln,beaugapfele,beaugapfelst,beaugapfelt,beaugapfelte,beaugapfelt,beaugapfelte,beaugapfel,beaugapfelt,haben
beaugenscheinigen,beaugenscheinige,beaugenscheinigst,beaugenscheinigt,beaugenscheinigte,beaugenscheinigt,beaugenscheinigte,beaugenscheinig,beaugenscheinigt,haben
bewerfen,bewerfe,bewirfst,bewirft,bewarf,beworfen,bewürfe,bewirf,bewerft,haben
bewickeln,bewickele,bewickelst,bewickelt,bewickelte,bewickelt,bewickelte,bewickel,bewickelt,haben
betauen,—,—,betaut,betaute,betaut,betaute,—,—,haben
betrampeln,betrampele,betrampelst,betrampelt,betrampelte,betrampelt,betrampelte,betrampel,betrampelt,haben
beträufeln,beträufele,beträufelst,beträufelt,beträufelte,beträufelt,beträufelte,beträufel,beträufelt,haben
bevorteilen,bevorteile,bevorteilst,bevorteilt,bevorteilte,bevorteilt,bevorteilte,bevorteil,bevorteilt,haben
bestrümpfen,bestrümpfe,bestrümpfst,bestrümpft,bestrümpfte,bestrümpft,bestrümpfte,bestrümpf,bestrümpft,haben
bestricken,bestricke,bestrickst,bestrickt,bestrickte,bestrickt,bestrickte,bestrick,bestrickt,haben
bewitzeln,bewitzele,bewitzelst,bewitzelt,bewitzelte,bewitzelt,bewitzelte,bewitzel,bewitzelt,haben
beimpfen,beimpfe,beimpfst,beimpft,beimpfte,beimpft,beimpfte,beimpf,beimpft,haben
behobeln,behobele,behobelst,behobelt,behobelte,behobelt,behobelte,behobel,behobelt,haben
behorchen,behorche,behorchst,behorcht,behorchte,behorcht,behorchte,behorch,behorcht,haben
beflicken,beflicke,beflickst,beflickt,beflickte,beflickt,beflickte,beflick,beflickt,haben
entkernen,entkerne,entkernst,entkernt,entkernte,entkernt,entkernte,entkern,entkernt,haben
schlechtreden,rede schlecht,redest schlecht,redet schlecht,redete schlecht,schlechtgeredet,redete schlecht,red schlecht,redet schlecht,haben
vervielfachen,vervielfache,vervielfachst,vervielfacht,vervielfachte,vervielfacht,vervielfachte,vervielfach,vervielfacht,haben
verzweifachen,verzweifache,verzweifachst,verzweifacht,verzweifachte,verzweifacht,verzweifachte,verzweifach,verzweifacht,haben
dahinvegetieren,vegetiere dahin,vegetierst dahin,vegetiert dahin,vegetierte dahin,dahinvegetiert,vegetierte dahin,vegetier dahin,vegetiert dahin,haben
behören,behöre,behörst,behört,behörte,behört,behörte,behör,behört,haben
bekohlen,bekohle,bekohlst,bekohlt,bekohlte,bekohlt,bekohlte,bekohl,bekohlt,haben
beschalten,beschalte,beschaltest,beschaltet,beschaltete,beschaltet,beschaltete,beschalt,beschaltet,haben
besäuseln,besäusele,besäuselst,besäuselt,besäuselte,besäuselt,besäuselte,besäusel,besäuselt,haben
beseufzen,beseufze,beseufzt,beseufzt,beseufzte,beseufzt,beseufzte,beseufz,beseufzt,haben
beschäumen,beschäume,beschäumst,beschäumt,beschäumte,beschäumt,beschäumte,beschäum,beschäumt,haben
besäumen,besäume,besäumst,besäumt,besäumte,besäumt,besäumte,besäum,besäumt,haben
benummern,benummere,benummerst,benummert,benummerte,benummert,benummerte,benummer,benummert,haben
verbrühen,verbrühe,verbrühst,verbrüht,verbrühte,verbrüht,verbrühte,verbrüh,verbrüht,haben
nummern,nummere,nummerst,nummert,nummerte,genummert,nummerte,nummer,nummert,haben
bespotten,bespotte,bespottest,bespottet,bespottete,bespottet,bespottete,bespott,bespottet,haben
bescherzen,bescherze,bescherzt,bescherzt,bescherzte,bescherzt,bescherzte,bescherz,bescherzt,haben
vegetieren,vegetiere,vegetierst,vegetiert,vegetierte,vegetiert,vegetierte,vegetier,vegetiert,haben
bleibenlassen,lasse bleiben,lässt bleiben,lässt bleiben,ließ bleiben,bleibengelassen,ließe bleiben,lass bleiben,lasst bleiben,haben
verkneifen,verkneife,verkneifst,verkneift,verkniff,verkniffen,verkniffe,verkneif,verkneift,haben
geschehen lassen,lasse geschehen,lässt geschehen,lässt geschehen,ließ geschehen,geschehen lassen,ließe geschehen,lass geschehen,lasst geschehen,haben
zurücklassen,lasse zurück,lässt zurück,lässt zurück,ließ zurück,zurückgelassen,ließe zurück,lass zurück,lasst zurück,haben
dahinmetzeln,metzele dahin,metzelst dahin,metzelt dahin,metzelte dahin,dahingemetzelt,metzelte dahin,metzele dahin,metzelt dahin,haben
quabbeln,quabbele,quabbelst,quabbelt,quabbelte,gequabbelt,quabbelte,quabbele,quabbelt,haben
beeifern,beeifere,beeiferst,beeifert,beeiferte,beeifert,beeiferte,beeifer,beeifert,haben
ausleuchten,leuchte aus,leuchtest  aus,leuchtet aus,leuchtete aus,ausgeleuchtet,leuchtete  aus,leuchte aus,leuchtet aus,haben
bekrönen,bekröne,bekrönst,bekrönt,bekrönte,bekrönt,bekrönte,bekrön,bekrönt,haben
beklönen,beklöne,beklönst,beklönt,beklönte,beklönt,beklönte,beklön,beklönt,haben
bekanten,bekante,bekantest,bekantet,bekantete,bekantet,bekantete,bekant,bekantet,haben
beglänzen,beglänze,beglänzt,beglänzt,beglänzte,beglänzt,beglänzte,beglänz,beglänzt,haben
beflegeln,beflegele,beflegelst,beflegelt,beflegelte,beflegelt,beflegelte,beflegel,beflegelt,haben
bekaufen,bekaufe,bekaufst,bekauft,bekaufte,bekauft,bekaufte,bekauf,bekauft,haben
bedichten,bedichte,bedichtest,bedichtet,bedichtete,bedichtet,bedichtete,bedicht,bedichtet,haben
hinmetzeln,metzele hin,metzelst hin,metzelt hin,metzelte hin,hingemetzelt,metzelte hin,metzele hin,metzelt hin,haben
hinmorden,morde hin,mordest hin,mordet hin,mordete hin,hingemordet,mordete hin,morde hin,mordet hin,haben
emporfahren,fahre empor,fährst empor,fährt empor,fuhr empor,emporgefahren,führe empor,fahr empor,fahrt empor,sein
emporheben,hebe empor,hebst empor,hebt empor,hob empor,emporgehoben,höbe empor,heb empor,hebt empor,haben
korrektionieren,korrektioniere,korrektionierst,korrektioniert,korrektionierte,korrektioniert,korrektionierte,korrektionier,korrektioniert,haben
bedämpfen,bedämpfe,bedämpfst,bedämpft,bedämpfte,bedämpft,bedämpfte,bedämpf,bedämpft,haben
behacken,behacke,behackst,behackt,behackte,behackt,behackte,behack,behackt,haben
beklettern,beklettere,bekletterst,beklettert,bekletterte,beklettert,bekletterte,bekletter,beklettert,haben
bevettern,bevettere,bevetterst,bevettert,bevetterte,bevettert,bevetterte,bevetter,bevettert,haben
bevatern,bevatere,bevaterst,bevatert,bevaterte,bevatert,bevaterte,bevater,bevatert,haben
geleiten,geleite,geleitest,geleitet,geleitete,geleitet,geleitete,geleite,geleitet,haben
bewettern,bewettere,bewetterst,bewettert,bewetterte,bewettert,bewetterte,bewetter,bewettert,haben
bekneifen,bekneife,bekneifst,bekneift,bekniff,bekniffen,bekniffe,bekneif,bekneift,haben
bekeifen,bekeife,bekeifst,bekeift,bekeifte,bekeift,bekeifte,bekeif,bekeift,haben
bezielen,beziele,bezielst,bezielt,bezielte,bezielt,bezielte,beziel,bezielt,haben
bedräuen,bedräue,bedräust,bedräut,bedräute,bedräut,bedräute,bedräu,bedräut,haben
befürsorgen,befürsorge,befürsorgst,befürsorgt,befürsorgte,befürsorgt,befürsorgte,befürsorg,befürsorgt,haben
beknospen,—,—,beknospt,beknospte,beknospt,beknospte,—,—,haben
bekomplimentieren,bekomplimentiere,bekomplimentierst,bekomplimentiert,bekomplimentierte,bekomplimentiert,bekomplimentierte,bekomplimentier,bekomplimentiert,haben
emporkriechen,krieche empor,kriechst empor,kriecht empor,kroch empor,emporgekrochen,kröche empor,kriech empor,kriecht empor,sein
emporreißen,reiße empor,reißt empor,reißt empor,riss empor,emporgerissen,risse empor,reiß empor,reißt empor,haben
bestutzen,bestutze,bestutzt,bestutzt,bestutzte,bestutzt,bestutzte,bestutz,bestutzt,haben
bestufen,bestufe,bestufst,bestuft,bestufte,bestuft,bestufte,bestuf,bestuft,haben
bestuben,bestube,bestubst,bestubt,bestubte,bestubt,bestubte,bestub,bestubt,haben
bestupfen,bestupfe,bestupfst,bestupft,bestupfte,bestupft,bestupfte,bestupf,bestupft,haben
bestülpen,bestülpe,bestülpst,bestülpt,bestülpte,bestülpt,bestülpte,bestülp,bestülpt,haben
bestruppen,bestruppe,bestruppst,bestruppt,bestruppte,bestruppt,bestruppte,bestrupp,bestruppt,haben
bestuhlgängeln,bestuhlgängele,bestuhlgängelst,bestuhlgängelt,bestuhlgängelte,bestuhlgängelt,bestuhlgängelte,bestuhlgängel,bestuhlgängelt,haben
bestrohen,bestrohe,bestrohst,bestroht,bestrohte,bestroht,bestrohte,bestroh,bestroht,haben
beströmen,beströme,beströmst,beströmt,beströmte,beströmt,beströmte,beström,beströmt,haben
bezeigen,bezeige,bezeigst,bezeigt,bezeigte,bezeigt,bezeigte,bezeig,bezeigt,haben
umzonen,zone um,zonst um,zont um,zonte um,umgezont,zonte um,zon um,zont um,haben
modellieren,modelliere,modellierst,modelliert,modellierte,modelliert,modellierte,modellier,modelliert,haben
betuscheln,betuschele,betuschelst,betuschelt,betuschelte,betuschelt,betuschelte,betuschel,betuschelt,haben
betupfen,betupfe,betupfst,betupft,betupfte,betupft,betupfte,betupf,betupft,haben
betun,betue,betust,betut,betat,betan,betäte,betu,betut,haben
bewurzeln,bewurzele,bewurzelst,bewurzelt,bewurzelte,bewurzelt,bewurzelte,bewurzel,bewurzelt,haben
bewuchern,bewuchere,bewucherst,bewuchert,bewucherte,bewuchert,bewucherte,bewucher,bewuchert,haben
dahinscheiden,scheide dahin,scheidest dahin,scheidet dahin,schied dahin,dahingeschieden,schiede dahin,scheid dahin,scheidet dahin,sein
betropfen,betropfe,betropfst,betropft,betropfte,betropft,betropfte,betropf,betropft,haben
betröpfeln,betröpfele,betröpfelst,betröpfelt,betröpfelte,betröpfelt,betröpfelte,betröpfel,betröpfelt,haben
bestrammen,bestramme,bestrammst,bestrammt,bestrammte,bestrammt,bestrammte,bestramm,bestrammt,haben
bespülen,bespüle,bespülst,bespült,bespülte,bespült,bespülte,bespül,bespült,haben
dahinraffen,raffe dahin,raffst dahin,rafft dahin,raffte dahin,dahingerafft,raffte dahin,raff dahin,rafft dahin,haben
berußen,beruße,berußt,berußt,berußte,berußt,berußte,beruß,berußt,haben
berennen,berenne,berennst,berennt,berannte,berannt,berennte,berenn,berennt,haben
tottreten,trete tot,trittst tot,tritt tot,trat tot,totgetreten,träte tot,tritt tot,tretet tot,haben
bedröhnen,bedröhne,bedröhnst,bedröhnt,bedröhnte,bedröhnt,bedröhnte,bedröhn,bedröhnt,haben
beschuppen,beschuppe,beschuppst,beschuppt,beschuppte,beschuppt,beschuppte,beschupp,beschuppt,haben
beschubsen,beschubse,beschubst,beschubst,beschubste,beschubst,beschubste,beschubs,beschubst,haben
besammeln,besammele,besammelst,besammelt,besammelte,besammelt,besammelte,besammel,besammelt,haben
beschwägern,beschwägere,beschwägerst,beschwägert,beschwägerte,beschwägert,beschwägerte,beschwäger,beschwägert,haben
besichern,besichere,besicherst,besichert,besicherte,besichert,besicherte,besicher,besichert,haben
belernen,belerne,belernst,belernt,belernte,belernt,belernte,belern,belernt,haben
beleumunden,beleumunde,beleumundest,beleumundet,beleumundete,beleumundet,beleumundete,beleumund,beleumundet,haben
beluchsen,beluchse,beluchst,beluchst,beluchste,beluchst,beluchste,beluchs,beluchst,haben
vorstehen,stehe vor,stehst vor,steht vor,stand vor,vorgestanden,stünde vor,steh vor,steht vor,haben
beräumen,beräume,beräumst,beräumt,beräumte,beräumt,beräumte,beräum,beräumt,haben
hinscheiden,scheide hin,scheidest hin,scheidet hin,schied hin,hingeschieden,schiede hin,scheid hin,scheidet hin,sein
überhelfen,überhelfe,überhilfst,überhilft,überhalf,überholfen,überhülfe,überhilf,überhelft,haben
besömmern,besömmere,besömmerst,besömmert,besömmerte,besömmert,besömmerte,besömmer,besömmert,haben
sömmern,sömmere,sömmerst,sömmert,sömmerte,gesömmert,sömmerte,sömmer,sömmert,haben
bespiegeln,bespiegele,bespiegelst,bespiegelt,bespiegelte,bespiegelt,bespiegelte,bespiegel,bespiegelt,haben
beschleusen,beschleuse,beschleust,beschleust,beschleuste,beschleust,beschleuste,beschleus,beschleust,haben
beschnarchen,beschnarche,beschnarchst,beschnarcht,beschnarchte,beschnarcht,beschnarchte,beschnarch,beschnarcht,haben
bemisstrauen,bemisstraue,bemisstraust,bemisstraut,bemisstraute,bemisstraut,bemisstraute,bemisstrau,bemisstraut,haben
frei geben,gebe frei,gibst frei,gibt frei,gab frei,frei gegeben,gäbe frei,gib frei,gebt frei,haben
belehen,belehe,belehst,beleht,belehte,beleht,belehte,beleh,beleht,haben
anheimfallen,falle anheim,fällst anheim,fällt anheim,fiel anheim,anheimgefallen,fiele anheim,fall anheim,fallt anheim,sein
hinüberbefördern,befördere hinüber,beförderst hinüber,befördert hinüber,beförderte hinüber,hinüberbefördert,beförderte hinüber,befördere hinüber,befördert hinüber,haben
wegätzen,ätze weg,ätzt weg,ätzt weg,ätzte weg,weggeätzt,ätzte weg,ätz weg,ätzt weg,haben
flenzen,flenze,flenzt,flenzt,flenzte,geflenzt,flenzte,flenz,flenzt,haben
idealisieren,idealisiere,idealisierst,idealisiert,idealisierte,idealisiert,idealisierte,idealisier,idealisiert,haben
beampeln,beampele,beampelst,beampelt,beampelte,beampelt,beampelte,beampel,beampelt,haben
befetten,befette,befettest,befettet,befettete,befettet,befettete,befett,befettet,haben
befiedern,befiedere,befiederst,befiedert,befiederte,befiedert,befiederte,befieder,befiedert,haben
bebunkern,bebunkere,bebunkerst,bebunkert,bebunkerte,bebunkert,bebunkerte,bebunker,bebunkert,haben
bekreuzen,bekreuze,bekreuzt,bekreuzt,bekreuzte,bekreuzt,bekreuzte,bekreuz,bekreuzt,haben
beerden,beerde,beerdest,beerdet,beerdete,beerdet,beerdete,beerd,beerdet,haben
bevorworten,bevorworte,bevorwortest,bevorwortet,bevorwortete,bevorwortet,bevorwortete,bevorwort,bevorwortet,haben
bevorschussen,bevorschusse,bevorschusst,bevorschusst,bevorschusste,bevorschusst,bevorschusste,bevorschuss,bevorschusst,haben
bevogten,bevogte,bevogtest,bevogtet,bevogtete,bevogtet,bevogtete,bevogt,bevogtet,haben
bevorraten,bevorrate,bevorratest,bevorratet,bevorratete,bevorratet,bevorratete,bevorrat,bevorratet,haben
bewimpeln,bewimpele,bewimpelst,bewimpelt,bewimpelte,bewimpelt,bewimpelte,bewimpel,bewimpelt,haben
abschotten,schotte ab,schottest ab,schottet ab,schottete ab,abgeschottet,schottete ab,schott ab,schottet ab,haben
auftauen,taue auf,taust auf,taut auf,taute auf,aufgetaut,taute auf,tau auf,taut auf,haben
benedizieren,benediziere,benedizierst,benediziert,benedizierte,benediziert,benedizierte,benedizier,benediziert,haben
reanimieren,reanimiere,reanimierst,reanimiert,reanimierte,reanimiert,reanimiere,reanimier,reanimiert,haben
beanschriften,beanschrifte,beanschriftest,beanschriftet,beanschriftete,beanschriftet,beanschriftete,beanschrifte,beanschriftet,haben
bemündeln,bemündele,bemündelst,bemündelt,bemündelte,bemündelt,bemündelte,bemündel,bemündelt,haben
